School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes
6702238.0,Gwyrosydd Primary School,670.0,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Park Hill Terrace,Treboeth,Swansea,,SA5 7DN,01792 797117,429.0
6702239.0,St Thomas Community Primary School,670.0,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Grenfell Park Road,St Thomas,Swansea,,SA1 8EZ,01792 650052,427.0
6702240.0,Gowerton Primary School,670.0,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Mount Street,Gowerton,Swansea,,SA4 3GE,01792 872439,396.0
6702241.0,Pentre’r Graig Primary School,670.0,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Morriston,Swansea,,SA6 6HY,01792 771831,301.0
6702242.0,Ysgol Gymraeg Tan-y-lan,670.0,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Tan-y-lan Terrace,Morriston,Swansea,,SA6 7DU,01792 772800,192.0
6702243.0,Burlais Primary School,670.0,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gerddi Alexander,Cwmbwrla,Swansea,,SA5 8BN,01792 652350,548.0
6702244.0,Clydach Primary School,670.0,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sybil Street,Clydach,Swansea,,SA6 5EU,01792 843356,239.0
6702245.0,Ysgol Gymraeg y Cwm,670.0,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Jersey Road,Bonymaen,Swansea,,SA1 7DL,01792 650326,154.0
6702246.0,Gorseinon Primary School,670.0,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,High Street,Gorseinon,Swansea,,SA4 4BN,01792 892739,261.0
6702247.0,Brynhyfryd Primary School,670.0,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangyfelach Road,Brynhyfryd,Swansea,,SA5 9LN,01792 650192,457.0
6703303.0,St. David's Rc Primary School,670.0,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,West Cross Avenue,West Cross,Swansea,,SA3 5TS,01792 512212,142.0
6703305.0,St Illtyds Primary,670.0,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Jersey Road,Bonymaen,Swansea,,SA1 7DG,01792 462104,221.0
6703306.0,Christchurch Church In Wales,670.0,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Rodney Street,Swansea,,,SA1 3UA,01792 510900,158.0
6703308.0,St Joseph's R.C. Primary,670.0,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Pontardawe Road,Clydach,Swansea,,SA6 5NX,01792 842494,227.0
6703309.0,St Josephs Cathedral Primary School,670.0,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Caepistyll Street,Greenhill,Swansea,,SA1 2BE,01792 653609,494.0
6704031.0,Cefn Hengoed,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Caldicot Road,Winch Wen,Swansea,,SA1 7HX,01792 773464,850.0
6704032.0,Olchfa School,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Gower Road,Sketty,Swansea,,SA2 7AB,01792 534300,1764.0
6704033.0,Morriston Comprehensive,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Heol Maes Eglwys,Morriston,Swansea,,SA6 6NH,01792 797745,977.0
6704043.0,Pentrehafod School,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Pentremawr Road,Hafod,Swansea,,SA1 2NN,01792 410400,1022.0
6704044.0,Bishop Gore School,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,De-La-Beche Road,Sketty,Swansea,,SA2 9AP,01792 411400,1226.0
6704062.0,Penyrheol Comprehensive School,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Pontarddulais Road,Gorseinon,Swansea,,SA4 4FG,01792 533066,889.0
6704063.0,Gowerton Comprehensive School,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Cecil Road,Gowerton,Swansea,,SA4 3DL,01792 873461,1185.0
6704069.0,Bishopston Comprehensive,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,The Glebe,Bishopston,Swansea,,SA3 3JP,01792 234121,1101.0
6704072.0,Pontarddulais Comprehensive School,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Caecerrig Road,Pontarddulais,Swansea,,SA4 8PD,01792 884556,814.0
6704074.0,Ysgol Gyfun Gwyr,670.0,Swansea,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Talbot Street,Tregwyr,Abertawe,,SA4 3DD,01792 872403,1048.0
6704075.0,Birchgrove,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Birchgrove Road,Birchgrove,Swansea,,SA7 9NB,01792 535400,430.0
6704076.0,Dylan Thomas Community School,670.0,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,John Street,Cockett,Swansea,,SA2 0FR,01792 610300,522.0
6704078.0,Ysgol Gyfun Gymraeg Bryn Tawe,670.0,Swansea,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Heol Gywrosydd,Penlan,Swansea,,SA5 7BU,01792 560600,852.0
6704600.0,Bishop Vaughan School,670.0,Swansea,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Mynydd Garnlwyd Road,Morriston,Swansea,,SA6 7QG,01792 772006,1200.0
6707000.0,Ysgol Pen-y-Bryn,670.0,Swansea,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Glasbury Road,Morriston,Swansea,,SA6 7PA,01792 799064,146.0
6707008.0,Ysgol Crug Glas,670.0,Swansea,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Croft Street,Swansea,,,SA1 1QA,01792 652388,53.0
6712100.0,Alltwen Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Alltwen Hill,Alltwen,Pontardawe,Swansea,SA8 3AB,01792 863275,231.0
6712101.0,Blaendulais Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Seven Sisters,Neath,,,SA10 9AA,01639 700261,122.0
6712106.0,Blaengwrach Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Wenallt,Cwmgwrach,Neath,,SA11 5PP,01639 720342,160.0
6712110.0,Blaenhonddan Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Main Road,Bryncoch,Neath,,SA10 7PE,01639 644366,265.0
6712119.0,Baglan Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Elmwood Road,Baglan,Port Talbot,,SA12 8TF,01639 813112,290.0
6712128.0,YGG Cwmllynfell,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Y Bryn,Cwmllynfell,Swansea,,SA9 2FJ,01639 830630,84.0
6712129.0,Creunant Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Crynant,Neath,,SA10 8NS,01639 750224,124.0
6712134.0,Crymlyn Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Jersey Marine,Neath,,SA10 6JJ,01792 812285,87.0
6712137.0,Cwmnedd Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Street,Glynneath,Neath,,SA11 5AA,01639 720220,212.0
6712138.0,Cymer Afan Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Margam Street,Cymmer,Port Talbot,,SA13 3EE,01639 850739,80.0
6712140.0,Godre'rgraig Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Graig Road,Godre'rgraig,Swansea,,SA9 2NY,01639 843116,153.0
6712142.0,Eastern Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Incline Row,Taibach,Port Talbot,,SA13 1TT,01639 882819,189.0
6712144.0,Gnoll Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wellfield Avenue,Neath,,,SA11 1AQ,01639 642938,361.0
6712148.0,Glyncorrwg Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bridge Street,Glyncorrwg,Port Talbot,,SA13 3BB,01639 850323,90.0
6712149.0,YGG Gwaun Cae Gurwen,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,New Road,Gwaun Cae Gurwen,Ammanford,,SA18 1UN,01269 822238,176.0
6712150.0,Catwg Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Main Road,Cadoxton,Neath,,SA10 8BL,01639 642731,215.0
6712155.0,Maesmarchog Community Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Dyffryn Cellwen,Neath,,SA10 9LB,01639 700228,113.0
6712158.0,YGG Rhosafan,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Marine Drive,Sandfields,Port Talbot,,SA12 7NN,01639 896338,381.0
6712161.0,Sandfields Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lilian Street,Aberavon,Port Talbot,,SA12 6AJ,01639 882355,355.0
6712168.0,YGG Castell-nedd,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Woodland,Castell-Nedd,,,SA11 3AL,01639 637701,419.0
6712173.0,Croeserw Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryn Siriol,Cymmer,Port Talbot,,SA13 3PL,01639 850265,158.0
6712175.0,Tywyn Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Channel View,Sandfields,Port Talbot,,SA12 6JF,01639 790883,458.0
6712178.0,Llangiwg Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Ynysmeudwy,Pontardawe,Swansea,SA8 4PJ,01792 863274,136.0
6712181.0,Tonnau Primary Community School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Tonna,Neath,,SA11 3EJ,01639 637062,212.0
6712187.0,Ynysfach Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Resolven,Neath,,,SA11 4AB,01639 710238,179.0
6712191.0,Blaenbaglan Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes-Ty-Canol,Baglan,Port Talbot,,SA12 8YF,01639 769775,317.0
6712200.0,Rhos Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Neath Road,Rhos,Swansea,,SA8 3EB,01792 862177,150.0
6712202.0,YGG Blaendulais,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Blaendulais,Castell Nedd,,,SA10 9AA,01639 700342,107.0
6712203.0,Rhydyfro Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waun Penlan,Pontardawe,Swansea,,SA8 3BB,01792 862200,167.0
6712205.0,YGG Cwm Nedd,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,New Street,Glynneath,Neath,,SA11 5AA,01639 720530,150.0
6712206.0,Tairgwaith Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llwyncelyn Road,Tairgwaith,Ammanford,,SA18 1UU,01269 823258,112.0
6712208.0,YGG Trebannws,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Swansea Road,Trebannws,Swansea,,SA8 4BL,01792 864004,101.0
6712218.0,YGG Pontardawe,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Alltacham Drive,Pontardawe,Abertawe,,SA8 4JR,01792 862136,336.0
6712221.0,Waunceirch Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dwr Y Felin Road,Waunceirch,Neath,,SA10 7RW,01639 636084,221.0
6712230.0,Cilffriw Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Main Road,Cilfrew,Neath,,SA10 8LF,01639 630816,233.0
6712231.0,YGG Tyle'r Ynn,671.0,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llansawel Crescent,Briton Ferry,Castell Nedd,,SA11 2UN,01639 812229,230.0
6712232.0,Coed Hirwaun Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cwrt y Carw,Margam,Port Talbot,,SA13 2TS,01656 747830,188.0
6712233.0,Coedffranc Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stanley Road,Skewen,Neath,,SA10 6LP,01792 813504,400.0
6712234.0,Pen Afan Primary,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Western Terrace,Blaengwynfi,Port Talbot,,SA13 3YE,01639 850316,130.0
6712235.0,Awel Y Mor Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd yr Ysgol,Sandfields,Port Talbot,,SA12 6TP,01639 875100,333.0
6712236.0,Crynallt Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Afan Valley Road,Cimla,Neath,,SA11 3AZ,01639 635256,456.0
6712237.0,Cwmafan Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ty'r Owen Row,Cwmavon,Port Talbot,,SA12 9BB,01639 896119,406.0
6712238.0,Central Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Theodore Road,Port Talbot,,,SA13 1SF,01639 882866,469.0
6712239.0,Abbey Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Neath Abbey,Neath,,SA10 7ND,01792 812202,440.0
6712240.0,Melin Primary School,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,MILE END ROW,Melincryddan,Neath,,SA11 2ED,01639 645414,240.0
6712241.0,Ysgol Carreg Hir,671.0,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Old Road,Briton Ferry,,Neath,SA11 2ET,01639 502892,422.0
6713309.0,St Joseph's Catholic Primary School (Neath),671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Cook Rees Avenue,Neath,,,SA11 1UR,01639 635099,139.0
6713310.0,St Joseph's Catholic Infant School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,Nursery & Infants,Roman Catholic,Water Street,Aberavon,Port Talbot,,SA12 6LF,01639 882579,141.0
6713311.0,Bryncoch CIW Primary School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Furzeland Drive,Bryncoch,Neath,,SA10 7UG,01639 643359,147.0
6713313.0,Alderman Davies CIW Primary School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,St David's Street,Neath,,,SA11 3AA,01639 769772,365.0
6713314.0,St Therese's Catholic Primary School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Southdown Road,Sandfields,Port Talbot,,SA12 7HL,01639 882797,229.0
6713316.0,St Joseph's Catholic Junior School,671.0,Neath Port Talbot,Primary,Voluntary aided,EM,English medium,Juniors,Roman Catholic,Nobel Avenue,Port Talbot,,,SA12 6YN,01639 769743,157.0
6714064.0,Cefn Saeson Comprehensive School,671.0,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Afan Valley Road,Cimla,Neath,,SA11 3TA,01639 791300,778.0
6714065.0,Cwmtawe Community School,671.0,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ffordd Parc Ynysderw,Pontardawe,Swansea,,SA8 4EG,01792 863200,1228.0
6714066.0,Llangatwg Community School,671.0,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Main Road,Cadoxton,Neath,,SA10 8DB,01639 634700,764.0
6714067.0,Dwr Y Felin Comprehensive School,671.0,Neath Port Talbot,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Dwr Y Felin Road,Neath,,,SA10 7RE,01639 635161,1126.0
6714601.0,St Joseph's RC School and 6th Form Centre,671.0,Neath Port Talbot,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Newton Avenue,Aberavon,Port Talbot,,SA12 6EY,01639 884305,866.0
6715500.0,Ysgol Bae Baglan,671.0,Neath Port Talbot,Middle,Community,EM,English medium,Middle (ages 3-16),---, SEAWAY PARADE,Sandfields,,PORT TALBOT,SA12 7BL,01639 508540,1491.0
6715501.0,Ysgol Gymraeg Ystalyfera Bro Dur,671.0,Neath Port Talbot,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Glan Yr Afon,Ystalyfera,Swansea,,SA9 2DY,01639 842129,1438.0
6715502.0,Ysgol Cwm Brombil,671.0,Neath Port Talbot,Middle,Community,EM,English medium,Middle (ages 3-16),---,Bertha Road,,Margam,Port Talbot,SA13 2AN,01639 760110,1305.0
6717006.0,Ysgol Maes Y Coed,671.0,Neath Port Talbot,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Heol Hendre,Bryncoch,Neath,,SA10 7TY,01639 643648,106.0
6717008.0,Ysgol Hendrefelin,671.0,Neath Port Talbot,Special,Community,NA,Not applicable,Special (without post-16 provision),---,Heol Hendre,Bryncoch,Neath,,SA10 7TY,01639 642786,150.0
6722046.0,Abercerdin Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Kenry Street,Evanstown,Gilfach Goch,Bridgend,CF39 8RS,01656 815535,179.0
6722051.0,Betws Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Bradford,Bettws,Bridgend,,CF32 8TB,01656 815650,228.0
6722055.0,Blaengarw Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Station Street,Blaengarw,Pontycymer,Bridgend,CF32 8BA,01656 815550,182.0
6722086.0,Brynmenyn Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Yr Ysgol,Tondu,Bridgend,,CF32 9LA,01656 815850,372.0
6722090.0,Bryntirion Infants,672.0,Bridgend,Primary,Community,EM,English medium,Nursery & Infants,---,Bryngolau,Bryntirion,Bridgend,,CF31 4DD,01656 815860,147.0
6722103.0,Cefn Cribwr Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Road,Cefn Cribbwr,Bridgend,,CF32 0AW,01656 740293,183.0
6722109.0,Coety Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol-yr-Ysgol,Coity,Bridgend,,CF35 6DH,01656 754990,463.0
6722117.0,Cwmfelin Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesteg Road,Cwmfelin,Maesteg,Bridgend,CF34 9LD,01656 815525,220.0
6722122.0,Ffaldau,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Albany Road,Pontycymmer,Bridgend,,CF32 8HW,01656 815870,171.0
6722129.0,Garth Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Mission Road,Garth,Maesteg,Bridgend,CF34 0ND,01656 815590,201.0
6722146.0,Coychurch Llangrallo Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Main Road,Coychurch,Bridgend,,CF35 5HN,01656 815880,153.0
6722149.0,Llangynwyd Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Cadrawd,Llangynwyd,Maesteg,Bridgend,CF34 9TE,01656 733166,107.0
6722172.0,Nantyffyllon Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Garnwen Terrace,Nantyffyllon,Maesteg,Bridgend,CF34 0ET,01656 815740,260.0
6722178.0,Nantymoel Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gwendoline Street,Nantymoel,Bridgend,,CF32 7PL,01656 815670,186.0
6722185.0,Newton Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Porthcawl,Bridgend,,CF36 5BL,01656 815780,224.0
6722194.0,Nottage County Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Suffolk Place,Porthcawl,Bridgend,,CF36 3ED,01656 815540,432.0
6722220.0,Pen-Y-Bont Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Minerva Street,Bridgend,,,CF31 1TD,01656 754860,354.0
6722227.0,Pil Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pyle Inn Way,Pyle,Bridgend,,CF33 6AB,01656 815630,217.0
6722232.0,Plasnewydd Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Castle Street,Maesteg,Bridgend,,CF34 9UN,01656 815770,263.0
6722256.0,Trelales Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Well Street,Laleston,Bridgend,,CF32 0LF,01656 815610,225.0
6722259.0,Ygg Cynwyd Sant,672.0,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pen-Yr-Ysgol,Maesteg,Bridgend,,CF34 9LN,01656 734235,290.0
6722275.0,Tynyrheol Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Llangeinor,Llangeinor,Bridgend,,CF32 8PN,01656 815820,53.0
6722279.0,Croesty Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Coychurch Road,Pencoed,Bridgend,,CF35 5LY,01656 815890,225.0
6722288.0,Corneli Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield Terrace,North Cornelly,Bridgend,,CF33 4LW,01656 754870,267.0
6722292.0,Llangewydd Junior School,672.0,Bridgend,Primary,Community,EM,English medium,Juniors,---,Llangewydd Road,Cefn Glas,Bridgend,,CF31 4JT,01656 815530,366.0
6722296.0,Porthcawl Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meadow Lane,Porthcawl,,,CF36 5EY,01656 815660,186.0
6722298.0,Ysgol Gymraeg Bro Ogwr,672.0,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Princess Way,Brackla,Bridgend,,CF31 2LN,01656 815580,407.0
6722300.0,Cefn Glas Infants,672.0,Bridgend,Primary,Community,EM,English medium,Nursery & Infants,---,St Winifred's Road,Cefn Glas,Bridgend,,CF31 4PL,01656 815690,185.0
6722301.0,West Park Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,West Road,Nottage,Porthcawl,,CF36 3SN,01656 815510,421.0
6722304.0,Afon Y Felin Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol y Parc,North Cornelly,Bridgend,,CF33 4PA,01656 815750,141.0
6722342.0,Tondu Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meadow Street,Aberkenfig,Bridgend,,CF32 9BE,01656 815720,228.0
6722358.0,Ysgol Y Ferch O'r Sger,672.0,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Greenfield Terrace,North Cornelly,Bridgend,,CF33 4LW,01656 754865,166.0
6722363.0,Ysgol Gynradd Gymraeg Calon Y Cymoedd,672.0,Bridgend,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Betws Road,Betws,Bridgend,,CF32 8TD,01656 815810,194.0
6722367.0,Maes Yr Haul Broadlands,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Broadlands,Ffordd Tirion,Bridgend,,CF31 5EG,01656 815600,521.0
6722368.0,Bryncethin Primary,672.0,Bridgend,Primary,Community,EM,English medium,Infants & Juniors,---,Heol Canola,Bryncethin,Bridgend,,CF32 9TH,01656 815840,276.0
6722369.0,Ogmore Vale Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Aber Road,Ogmore Vale,Bridgend,,CF32 7AJ,01656 815640,381.0
6722370.0,Pencoed Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penprysg Road,Pencoed,Bridgend,,CF35 6RH,01656 815730,596.0
6722371.0,Oldcastle Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,South Street,Bridgend,,,CF31 3ED,01656 815790,452.0
6722372.0,Brackla Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brackla way,Brackla,Bridgend,,CF31 2EZ,01656 815570,343.0
6722373.0,Caerau Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Library Road,Caerau,Maesteg,,CF34 0PA,01656 815830,459.0
6722374.0,Litchard Primary,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Garfield Avenue,Litchard,Bridgend,,CF31 1QB,01656 815685,487.0
6722375.0,Tremains Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Channel View,Brackla,Bridgend,,CF31 2NL,01656 815900,458.0
6722376.0,Mynydd Cynffig Primary School,672.0,Bridgend,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pwll-Y-Gath Street,Kenfig Hill,Bridgend,,CF33 6ET,01656 815760,449.0
6723013.0,Penyfai Church In Wales,672.0,Bridgend,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Heol Eglwys,Penyfai,Bridgend,,CF31 4LX,01656 815930,241.0
6723311.0,St. Mary`s & St. Patrick`s,672.0,Bridgend,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Monica Street,Maesteg,Bridgend,,CF34 9AY,01656 732349,226.0
